0.2;50;313
0.2;50;200007
0.2;50;17797
0.2;50;200015
0.2;50;0
0.3;50;0
0.3;50;41
0.3;50;0
0.3;50;0
0.3;50;0
0.4;50;0
0.4;50;0
0.4;50;0
0.4;50;200012
0.4;50;0
0.6;50;0
0.6;50;0
0.6;50;0
0.6;50;0
0.6;50;0
0.8;50;0
0.8;50;0
0.8;50;0
0.8;50;0
0.8;50;0
0.95;50;0
0.95;50;0
0.95;50;0
0.95;50;0
0.95;50;0
0.2;100;200015
0.2;100;200016
0.2;100;200015
0.2;100;200016
0.2;100;200016
0.3;100;0
0.3;100;385
0.3;100;200015
0.3;100;0
0.3;100;0
0.4;100;0
0.4;100;0
0.4;100;0
0.4;100;10
0.4;100;141
0.6;100;0
0.6;100;0
0.6;100;0
0.6;100;0
0.6;100;0
0.8;100;0
0.8;100;0
0.8;100;0
0.8;100;0
0.8;100;0
0.95;100;0
0.95;100;0
0.95;100;0
0.95;100;0
0.95;100;0
0.2;150;51350
0.2;150;15
0.2;150;200016
0.2;150;0
0.2;150;7203
0.3;150;1917
0.3;150;0
0.3;150;0
0.3;150;16
0.3;150;0
0.4;150;0
0.4;150;0
0.4;150;0
0.4;150;0
0.4;150;0
0.6;150;0
0.6;150;0
0.6;150;0
0.6;150;0
0.6;150;0
0.8;150;0
0.8;150;0
0.8;150;0
0.8;150;0
0.8;150;0
0.95;150;0
0.95;150;0
0.95;150;0
0.95;150;0
0.95;150;0
0.2;200;200010
0.2;200;15
0.2;200;63
0.2;200;200011
0.2;200;200010
0.3;200;73
0.3;200;15
0.3;200;16
0.3;200;16
0.3;200;0
0.4;200;0
0.4;200;0
0.4;200;0
0.4;200;0
0.4;200;0
0.6;200;0
0.6;200;0
0.6;200;0
0.6;200;0
0.6;200;0
0.8;200;0
0.8;200;0
0.8;200;0
0.8;200;0
0.8;200;0
0.95;200;0
0.95;200;0
0.95;200;0
0.95;200;0
0.95;200;0
0.2;250;200015
0.2;250;0
0.2;250;200016
0.2;250;1469
0.2;250;0
0.3;250;0
0.3;250;437
0.3;250;47
0.3;250;200016
0.3;250;390
0.4;250;0
0.4;250;200016
0.4;250;0
0.4;250;200008
0.4;250;63
0.6;250;0
0.6;250;0
0.6;250;0
0.6;250;0
0.6;250;0
0.8;250;0
0.8;250;0
0.8;250;0
0.8;250;0
0.8;250;0
0.95;250;0
0.95;250;0
0.95;250;0
0.95;250;0
0.95;250;0
